20120701,187,135,expected
20120702,74,140,expected
20120703,81,167,expected
20120704,216,94,expected
20120705,100,153,expected
20120706,54,131,expected
20120707,175,111,expected
20120708,171,112,expected
20120709,55,117,expected
20120710,47,128,expected
20120711,45,140,expected
20120712,58,147,expected
20120713,87,143,expected
20120714,169,123,expected
20120715,159,114,expected
20120716,52,138,expected
20120717,60,145,expected
20120718,37,114,expected
20120719,33,104,expected
20120720,76,122,expected
20120721,233,95,expected
20120722,271,131,unexpected
20120723,46,130,expected
20120724,54,124,expected
20120725,68,136,expected
20120726,55,128,expected
20120727,68,140,expected
20120728,189,110,expected
20120729,234,62,expected
20120730,73,131,expected
20120731,65,119,expected
20120801,55,113,expected
20120802,54,132,expected
20120803,74,126,expected
20120804,166,112,expected
20120805,184,117,expected
20120806,46,160,expected
20120807,59,131,expected
20120808,63,141,expected
20120809,67,136,expected
20120810,70,117,expected
20120811,210,121,expected
20120812,266,105,expected
20120813,64,128,expected
20120814,56,119,expected
20120815,56,137,expected
20120816,30,147,expected
20120817,109,130,expected
20120818,222,120,expected
20120819,297,106,unexpected
20120820,85,131,expected
20120821,75,115,expected
20120822,84,109,expected
20120823,80,124,expected
20120824,92,122,expected
20120825,329,108,unexpected
20120826,294,109,unexpected
20120827,85,135,expected
20120828,78,151,expected
20120829,74,115,expected
20120830,101,143,expected
20120831,128,155,expected
20120901,289,137,unexpected
20120902,399,115,unexpected
20120903,340,135,unexpected
20120904,74,139,expected
20120905,64,149,expected
20120906,54,129,expected
20120907,83,146,expected
20120908,167,150,expected
20120909,253,115,expected
20120910,71,153,expected
20120911,72,127,expected
20120912,71,161,expected
20120913,62,139,expected
20120914,137,126,expected
20120915,264,110,expected
20120916,273,96,unexpected
20120917,113,87,expected
20120918,92,124,expected
20120919,66,128,expected
20120920,58,110,expected
20120921,135,147,expected
20120922,236,106,expected
20120923,255,102,expected
20120924,87,142,expected
20120925,84,158,expected
20120926,84,63,expected
20120927,88,145,expected
20120928,117,166,expected
20120929,257,93,expected
20120930,224,88,expected
20121001,100,124,expected
20121002,67,132,expected
20121003,92,107,expected
20121004,87,132,expected
20121005,116,148,expected
20121006,172,83,expected
20121007,160,119,expected
20121008,96,95,expected
20121009,50,144,expected
20121010,97,152,expected
20121011,91,141,expected
20121012,98,124,expected
20121013,170,113,expected
20121014,180,122,expected
20121015,83,142,expected
20121016,60,136,expected
20121017,67,135,expected
20121018,68,126,expected
20121019,112,168,expected
20121020,181,129,expected
20121021,186,93,expected
20121022,70,158,expected
20121023,63,137,expected
20121024,78,126,expected
20121025,93,128,expected
20121026,145,133,expected
20121027,242,116,expected
20121028,175,103,expected
20121029,35,81,expected
20121030,20,105,expected
20121031,29,129,expected
20121101,57,113,expected
20121102,70,77,expected
20121103,90,76,expected
20121104,99,80,expected
20121105,45,129,expected
20121106,64,126,expected
20121107,50,186,expected
20121108,46,119,expected
20121109,74,164,expected
20121110,137,111,expected
20121111,142,120,expected
20121112,92,138,expected
20121113,52,163,expected
20121114,67,149,expected
20121115,55,143,expected
20121116,72,143,expected
20121117,160,124,expected
20121118,167,115,expected
20121119,64,129,expected
20121120,73,139,expected
20121121,81,165,expected
20121122,126,79,expected
20121123,130,122,expected
20121124,136,106,expected
20121125,144,104,expected
20121126,57,140,expected
20121127,52,157,expected
20121128,65,108,expected
20121129,59,102,expected
20121130,92,125,expected
20121201,146,119,expected
20121202,173,96,expected
20121203,57,168,expected
20121204,69,158,expected
20121205,63,116,expected
20121206,73,148,expected
20121207,81,189,expected
20121208,163,109,expected
20121209,178,151,expected
20121210,81,157,expected
20121211,72,139,expected
20121212,79,133,expected
20121213,68,133,expected
20121214,96,147,expected
20121215,148,114,expected
20121216,174,110,expected
20121217,76,149,expected
20121218,63,142,expected
20121219,61,153,expected
20121220,60,129,expected
20121221,103,181,expected
20121222,134,111,expected
20121223,155,84,expected
20121224,145,122,expected
20121225,131,83,expected
20121226,72,139,expected
20121227,81,131,expected
20121228,122,132,expected
20121229,149,119,expected
20121230,159,96,expected
20121231,105,122,expected
20130101,184,102,expected
20130102,80,129,expected
20130103,87,131,expected
