0	6430556
1	1114781
2	861619
3	802876
4	681049
5	597459
6	525305
7	407366
8	278024
9	211696
15	199082
10	175055
11	150346
13	146870
12	142133
14	142118
16	121291
17	111636
20	110152
21	102203
18	101129
19	96863
22	78621
23	71158
24	63684
-3	60874
25	54185
-2	53280
27	50890
26	49721
28	47636
60	46079
29	38906
30	34527
31	33162
-4	30573
34	30544
32	29846
33	29444
35	28424
36	25803
37	22134
41	21986
38	21620
42	20846
39	20360
40	20220
43	17488
45	15773
44	15721
48	15688
47	15115
49	14527
46	14509
-5	12615
50	12142
55	11961
51	11559
52	11469
56	11411
54	10889
53	10874
61	10068
57	9946
58	9473
62	9328
59	9288
63	9119
-6	7990
64	7793
69	7625
68	7468
65	7358
70	7275
66	7261
67	6955
76	6818
71	6537
75	6345
77	6345
-7	6230
72	6106
73	6018
83	5954
84	5830
74	5623
82	5323
78	5281
90	5247
80	5211
79	5142
81	5002
91	4905
89	4780
85	4723
86	4683
87	4670
-8	4513
97	4462
88	4413
92	4299
96	4267
-1	4220
104	4130
94	4098
93	4089
98	4048
95	3986
103	3887
111	3723
105	3700
101	3674
99	3619
102	3524
100	3507
118	3304
109	3258
110	3255
106	3232
112	3232
119	3153
125	3135
117	3078
108	2994
113	2985
107	2960
114	2874
-9	2843
126	2813
115	2775
120	2725
124	2703
116	2699
132	2668
133	2634
131	2600
121	2592
127	2536
123	2526
122	2502
139	2456
-10	2407
140	2357
130	2313
129	2312
128	2310
153	2272
146	2247
138	2224
134	2186
147	2172
-11	2160
-14	2110
135	2102
145	2083
141	2048
137	2043
154	2024
174	1990
160	1976
136	1955
143	1948
152	1926
161	1907
167	1868
-13	1852
148	1846
142	1843
-12	1833
151	1812
144	1807
159	1796
-15	1793
149	1775
173	1739
157	1735
158	1709
180	1709
175	1701
150	1696
168	1692
181	1692
155	1671
156	1671
166	1631
178	1599
179	1583
163	1543
162	1542
182	1541
164	1528
176	1509
165	1508
169	1456
170	1424
171	1404
172	1398
177	1393
183	1342
188	1302
187	1261
186	1252
189	1242
184	1172
195	1149
194	1148
-16	1125
203	1119
196	1109
185	1099
190	1075
191	1064
202	1063
193	1060
209	1059
211	1059
216	1011
208	1001
192	992
210	987
201	978
223	967
217	958
197	955
198	935
224	929
200	914
230	901
199	896
231	884
213	878
204	877
-19	864
215	857
-17	852
212	848
-18	845
207	844
206	840
225	831
244	831
205	823
232	822
237	810
222	801
-20	797
-21	793
214	783
229	775
218	769
236	768
238	768
219	765
260	765
245	764
252	762
254	757
220	753
228	735
226	732
227	732
250	731
233	728
221	724
239	717
235	710
272	705
251	703
-22	702
234	690
259	683
243	673
257	673
265	672
246	670
258	667
264	664
242	661
262	658
263	654
241	652
266	650
253	643
247	627
-28	626
278	613
285	612
240	610
-23	600
249	600
256	599
255	594
261	594
273	586
248	579
286	577
307	571
280	563
300	562
-27	557
267	557
287	555
295	553
324	552
281	551
308	549
292	547
294	545
279	541
271	539
284	535
270	533
301	530
269	523
290	523
276	520
-29	516
309	509
-24	502
288	502
293	502
268	496
306	494
325	493
302	490
380	489
315	488
-36	485
314	482
275	480
-51	479
-33	479
-26	476
378	476
274	473
277	473
299	471
282	464
321	460
335	460
370	459
-35	455
-34	452
327	451
297	450
342	450
283	447
322	446
317	445
-25	443
379	443
371	440
377	440
304	438
310	438
298	437
313	437
328	437
305	435
363	435
289	433
296	432
364	431
334	430
291	427
320	426
359	425
365	423
-30	422
341	422
343	416
323	413
384	413
366	411
337	410
-32	409
-31	408
329	408
303	406
316	406
331	405
332	405
333	404
338	404
351	404
326	399
376	399
340	398
319	397
312	395
344	395
356	394
381	392
346	389
350	388
336	384
349	382
357	380
369	380
311	378
347	378
330	376
383	375
348	374
358	371
368	371
372	366
318	365
-47	361
-37	361
355	360
392	360
-46	359
385	358
-42	355
391	354
406	351
362	340
375	339
386	337
354	332
-41	330
345	327
405	326
-40	324
412	323
398	322
-39	321
-43	320
373	320
399	319
-48	318
339	314
360	314
389	313
382	312
-49	309
390	309
367	307
374	307
-44	306
361	304
420	303
-45	300
426	300
-38	298
419	298
404	297
402	294
434	294
352	293
-50	292
468	290
413	289
388	287
403	287
433	287
397	285
407	283
427	282
411	281
425	281
410	278
444	278
408	277
387	276
432	276
394	270
441	270
353	269
445	268
435	267
454	267
393	265
396	263
416	261
-56	260
421	260
400	256
423	256
395	255
440	255
401	252
446	252
455	252
448	250
461	250
483	250
409	248
414	248
424	248
-62	246
467	246
-55	245
418	245
-54	241
447	239
462	239
428	238
482	237
439	235
481	233
453	232
-52	231
451	231
417	229
457	228
459	228
449	226
456	226
-57	225
438	225
475	223
460	222
470	221
-69	220
431	220
415	219
422	218
436	218
477	216
490	216
524	215
452	214
476	214
480	213
463	212
489	212
442	211
473	211
429	210
552	209
437	208
488	207
539	207
450	206
-58	202
496	202
-65	201
517	201
538	201
-59	199
501	198
531	198
-70	197
466	196
469	196
608	196
479	195
504	195
458	194
518	192
474	191
499	191
-63	190
-64	189
537	189
528	188
-75	187
503	187
-53	186
471	186
525	186
430	184
443	183
-71	181
-66	181
478	181
527	181
546	181
464	179
484	179
493	178
497	176
500	176
507	176
573	176
492	175
616	175
465	174
485	174
486	174
540	173
491	172
512	172
553	172
-61	171
472	171
610	171
-74	170
526	170
532	170
609	170
495	169
505	169
-76	168
506	168
511	168
637	168
-60	167
545	167
502	166
514	166
516	166
523	164
533	163
510	160
530	160
494	159
487	158
498	158
509	157
521	157
515	156
534	156
519	155
547	155
557	154
508	150
548	148
558	148
555	146
-68	145
618	144
-67	143
541	143
595	143
574	142
580	142
581	141
629	141
529	140
542	140
565	139
551	138
570	137
601	137
543	135
544	135
550	135
615	135
594	134
603	134
-72	132
522	132
561	132
602	132
536	131
560	131
622	131
567	129
623	129
628	129
651	129
-78	128
513	128
566	128
575	126
593	126
-77	125
549	125
559	125
578	124
587	124
607	124
554	122
588	122
649	122
672	122
-73	121
585	121
589	121
